:START_ID(Order),:END_ID(Product),:TYPE,UnitPrice,Quantity,Discount
210,91,CONTAINS,3165.23,15,0.05
211,23,CONTAINS,8276.72,6,0.15
211,86,CONTAINS,8074.81,3,0.0
212,18,CONTAINS,5574.06,15,0.15
212,46,CONTAINS,2054.16,1,0.0
212,101,CONTAINS,1715.17,11,0.0
213,5,CONTAINS,4850.76,16,0.2
213,56,CONTAINS,256.29,9,0.0
213,100,CONTAINS,8275.18,1,0.0
214,29,CONTAINS,6096.56,2,0.15
214,62,CONTAINS,8543.73,15,0.1
214,93,CONTAINS,5623.76,18,0.15
215,2,CONTAINS,10051.49,16,0.2
215,10,CONTAINS,1848.29,6,0.05
215,12,CONTAINS,8843.53,7,0.05
215,36,CONTAINS,9013.96,5,0.1
215,81,CONTAINS,1473.51,13,0.05
216,11,CONTAINS,4839.87,4,0.15
217,10,CONTAINS,1851.84,9,0.05
217,62,CONTAINS,8461.99,2,0.2
218,2,CONTAINS,10013.74,8,0.2
218,45,CONTAINS,7351.94,17,0.0
218,65,CONTAINS,6594.51,4,0.1
218,99,CONTAINS,1738.84,1,0.05
218,101,CONTAINS,1663.73,4,0.05
219,43,CONTAINS,4231.82,2,0.0
219,64,CONTAINS,6043.17,13,0.2
219,69,CONTAINS,3907.26,16,0.15
219,93,CONTAINS,5727.13,19,0.0
220,56,CONTAINS,254.6,1,0.1
220,63,CONTAINS,8686.77,14,0.05
220,88,CONTAINS,4430.21,15,0.2
220,91,CONTAINS,3212.03,8,0.05
220,100,CONTAINS,8258.38,6,0.05
221,11,CONTAINS,4747.64,5,0.2
221,82,CONTAINS,6945.52,9,0.15
221,91,CONTAINS,3023.27,3,0.2
222,24,CONTAINS,6456.03,17,0.05
222,44,CONTAINS,7402.41,16,0.15
222,76,CONTAINS,7098.6,4,0.1
222,96,CONTAINS,9025.31,6,0.05
223,36,CONTAINS,8647.33,18,0.1
223,85,CONTAINS,1517.05,12,0.0
223,96,CONTAINS,8893.79,15,0.1
223,99,CONTAINS,1684.13,3,0.1
224,5,CONTAINS,4918.74,10,0.05
225,14,CONTAINS,8357.31,4,0.0
225,32,CONTAINS,1734.76,1,0.05
225,70,CONTAINS,8027.58,19,0.1
225,77,CONTAINS,6827.77,15,0.1
226,32,CONTAINS,1860.91,15,0.2
226,39,CONTAINS,1749.06,14,0.05
226,47,CONTAINS,2401.55,11,0.05
227,4,CONTAINS,10249.01,4,0.2
227,16,CONTAINS,8163.07,13,0.15
227,45,CONTAINS,7081.02,20,0.05
227,65,CONTAINS,6757.88,10,0.2
227,99,CONTAINS,1632.12,19,0.05
228,11,CONTAINS,4744.79,4,0.15
228,29,CONTAINS,6203.79,12,0.05
228,85,CONTAINS,1516.88,12,0.05
228,92,CONTAINS,9258.59,8,0.1
229,65,CONTAINS,6754.37,19,0.05
230,4,CONTAINS,9910.17,17,0.15
231,5,CONTAINS,4757.71,13,0.1
231,45,CONTAINS,7117.45,1,0.2
231,73,CONTAINS,258.28,17,0.2
231,91,CONTAINS,3052.52,14,0.05
232,26,CONTAINS,7680.1,6,0.0
233,34,CONTAINS,7080.76,19,0.15
233,99,CONTAINS,1644.47,3,0.15
234,39,CONTAINS,1708.74,5,0.2
234,62,CONTAINS,8350.6,3,0.0
235,16,CONTAINS,8402.92,16,0.05
235,91,CONTAINS,3043.02,20,0.2
236,4,CONTAINS,10456.33,3,0.2
236,22,CONTAINS,7499.74,18,0.0
236,34,CONTAINS,7565.35,15,0.05
236,64,CONTAINS,6165.88,11,0.1
236,100,CONTAINS,8764.72,16,0.0
237,40,CONTAINS,6159.24,17,0.15
237,54,CONTAINS,7431.2,12,0.1
237,101,CONTAINS,1731.89,7,0.15
238,5,CONTAINS,5110.85,7,0.1
238,18,CONTAINS,5197.34,10,0.1
238,43,CONTAINS,4159.65,6,0.2
238,79,CONTAINS,10277.0,13,0.15
239,3,CONTAINS,8568.39,2,0.05
239,89,CONTAINS,9567.43,11,0.2
240,6,CONTAINS,5718.85,5,0.15
240,9,CONTAINS,6854.14,10,0.0
240,19,CONTAINS,7731.01,8,0.0
240,34,CONTAINS,7305.35,14,0.15
241,48,CONTAINS,853.49,11,0.1
241,53,CONTAINS,2993.57,14,0.05
241,59,CONTAINS,5606.57,4,0.15
242,19,CONTAINS,7390.95,17,0.05
242,64,CONTAINS,6312.07,2,0.05
242,97,CONTAINS,9095.26,5,0.2
243,77,CONTAINS,7313.89,19,0.15
244,38,CONTAINS,4550.16,16,0.2
244,82,CONTAINS,6864.13,4,0.05
244,91,CONTAINS,3112.72,15,0.1
245,13,CONTAINS,3747.07,15,0.0
245,25,CONTAINS,10044.69,13,0.0
245,88,CONTAINS,4638.88,20,0.05
245,90,CONTAINS,2639.87,2,0.15
246,36,CONTAINS,9477.28,3,0.0
246,44,CONTAINS,7562.27,14,0.0
246,52,CONTAINS,6032.31,15,0.15
246,71,CONTAINS,6174.98,16,0.05
246,78,CONTAINS,4995.25,9,0.05
247,24,CONTAINS,6952.17,4,0.1
247,47,CONTAINS,2292.98,6,0.15
247,77,CONTAINS,6715.05,8,0.1
247,93,CONTAINS,5615.83,5,0.05
248,4,CONTAINS,9562.63,9,0.1
248,19,CONTAINS,7728.85,6,0.15
248,56,CONTAINS,264.22,8,0.0
248,73,CONTAINS,261.7,9,0.1
249,87,CONTAINS,3376.78,6,0.0
249,89,CONTAINS,9069.37,14,0.15
250,40,CONTAINS,6261.08,20,0.2
250,74,CONTAINS,2196.35,11,0.15
251,45,CONTAINS,7140.7,15,0.2
251,64,CONTAINS,5909.75,19,0.15
252,23,CONTAINS,8864.42,18,0.0
252,51,CONTAINS,898.09,8,0.0
253,59,CONTAINS,5539.48,10,0.15
253,84,CONTAINS,3880.01,1,0.1
254,24,CONTAINS,6559.23,8,0.05
255,19,CONTAINS,7198.91,13,0.05
255,59,CONTAINS,5446.12,10,0.15
255,70,CONTAINS,7749.94,5,0.05
256,5,CONTAINS,4900.86,16,0.15
256,6,CONTAINS,5720.09,11,0.1
256,14,CONTAINS,8065.02,7,0.15
256,66,CONTAINS,9142.28,9,0.1
256,72,CONTAINS,6204.73,5,0.0
257,22,CONTAINS,7346.06,5,0.1
257,33,CONTAINS,5907.13,13,0.05
257,36,CONTAINS,8688.63,5,0.15
257,81,CONTAINS,1402.82,8,0.2
258,8,CONTAINS,9493.3,7,0.1
258,64,CONTAINS,5925.83,17,0.15
258,82,CONTAINS,7163.59,4,0.2
258,92,CONTAINS,8688.53,9,0.2
258,99,CONTAINS,1759.69,1,0.15
259,57,CONTAINS,4332.56,2,0.2
259,95,CONTAINS,8351.26,15,0.0
260,9,CONTAINS,6702.09,13,0.15
260,90,CONTAINS,2564.06,17,0.0
261,99,CONTAINS,1750.34,16,0.05
262,1,CONTAINS,7836.62,5,0.15
262,46,CONTAINS,1991.39,11,0.15
262,70,CONTAINS,7823.45,11,0.05
262,86,CONTAINS,8676.82,7,0.15
262,94,CONTAINS,9093.29,12,0.15
263,16,CONTAINS,8589.11,19,0.15
263,18,CONTAINS,5424.75,1,0.0
263,47,CONTAINS,2513.28,14,0.0
263,76,CONTAINS,7733.78,17,0.1
263,78,CONTAINS,5299.78,14,0.0
264,27,CONTAINS,8111.04,19,0.1
264,35,CONTAINS,3185.69,12,0.2
265,1,CONTAINS,7402.8,5,0.15
265,27,CONTAINS,7881.25,3,0.05
265,82,CONTAINS,7451.46,5,0.05
265,93,CONTAINS,5757.68,14,0.0
266,10,CONTAINS,1835.6,11,0.1
266,52,CONTAINS,5975.07,7,0.0
266,56,CONTAINS,260.87,19,0.0
266,91,CONTAINS,3155.47,9,0.05
267,29,CONTAINS,5822.57,14,0.1
267,47,CONTAINS,2381.88,18,0.1
267,94,CONTAINS,8696.8,14,0.05
268,7,CONTAINS,1104.84,2,0.2
268,19,CONTAINS,7266.39,19,0.1
268,75,CONTAINS,9596.54,19,0.0
268,77,CONTAINS,7222.21,9,0.1
268,84,CONTAINS,3974.54,5,0.2
269,21,CONTAINS,2544.61,5,0.2
269,98,CONTAINS,2770.3,14,0.2
270,48,CONTAINS,827.73,18,0.15
270,95,CONTAINS,8219.14,20,0.2
271,3,CONTAINS,8390.91,13,0.2
272,11,CONTAINS,4651.08,8,0.1
272,73,CONTAINS,268.92,11,0.0
273,21,CONTAINS,2529.69,18,0.2
273,64,CONTAINS,6131.17,19,0.05
273,70,CONTAINS,7956.46,8,0.05
274,11,CONTAINS,4693.71,12,0.1
275,11,CONTAINS,4646.95,1,0.0
275,69,CONTAINS,4113.14,2,0.1
275,100,CONTAINS,8777.05,6,0.2
276,47,CONTAINS,2293.46,4,0.05
276,51,CONTAINS,904.98,19,0.0
276,57,CONTAINS,4146.06,15,0.0
277,61,CONTAINS,770.82,3,0.2
277,65,CONTAINS,6340.4,3,0.0
278,10,CONTAINS,1888.05,12,0.05
278,11,CONTAINS,4502.23,3,0.15
278,23,CONTAINS,8283.88,18,0.2
278,59,CONTAINS,5144.13,6,0.0
279,33,CONTAINS,6127.32,10,0.15
279,51,CONTAINS,886.47,10,0.05
279,72,CONTAINS,5911.46,5,0.0
280,5,CONTAINS,5204.39,6,0.1
280,15,CONTAINS,6310.59,5,0.2
280,21,CONTAINS,2416.59,18,0.1
280,55,CONTAINS,6570.35,20,0.0
280,74,CONTAINS,2166.28,11,0.05
281,77,CONTAINS,6727.6,9,0.0
281,78,CONTAINS,5270.55,11,0.0
282,11,CONTAINS,4839.44,15,0.15
282,16,CONTAINS,8853.49,8,0.15
282,19,CONTAINS,7588.06,1,0.05
282,79,CONTAINS,9965.6,2,0.1
283,32,CONTAINS,1886.08,1,0.15
283,73,CONTAINS,267.32,18,0.15
284,31,CONTAINS,1407.18,15,0.05
285,34,CONTAINS,7308.34,1,0.1
285,45,CONTAINS,7310.11,1,0.2
285,75,CONTAINS,9173.41,14,0.15
286,11,CONTAINS,4718.9,15,0.0
286,33,CONTAINS,6450.12,3,0.1
286,68,CONTAINS,3848.27,17,0.0
286,96,CONTAINS,8672.54,14,0.1
287,13,CONTAINS,3777.66,9,0.1
287,39,CONTAINS,1725.66,4,0.05
287,70,CONTAINS,7564.93,9,0.15
288,41,CONTAINS,9668.69,4,0.0
288,60,CONTAINS,2219.05,13,0.1
288,72,CONTAINS,6072.57,11,0.05
289,21,CONTAINS,2385.61,9,0.1
290,2,CONTAINS,10149.54,10,0.1
290,100,CONTAINS,8483.59,1,0.05
291,10,CONTAINS,1838.34,16,0.05
291,19,CONTAINS,7343.86,6,0.05
291,67,CONTAINS,1583.14,6,0.05
292,44,CONTAINS,7851.83,13,0.2
292,60,CONTAINS,2178.84,14,0.1
292,69,CONTAINS,4191.51,3,0.0
292,82,CONTAINS,7105.44,9,0.0
292,91,CONTAINS,3186.11,4,0.05
293,22,CONTAINS,7480.46,15,0.1
293,33,CONTAINS,5938.24,15,0.15
294,2,CONTAINS,10179.26,7,0.15
294,26,CONTAINS,7677.64,18,0.1
294,60,CONTAINS,2229.38,3,0.0
294,78,CONTAINS,4889.84,10,0.15
294,88,CONTAINS,4414.67,11,0.1
295,82,CONTAINS,6952.49,9,0.2
295,88,CONTAINS,4453.92,5,0.05
295,95,CONTAINS,8488.21,17,0.0
296,70,CONTAINS,7615.25,17,0.05
297,59,CONTAINS,5487.31,7,0.1
298,24,CONTAINS,6694.83,16,0.1
299,7,CONTAINS,1140.35,8,0.1
299,17,CONTAINS,8440.04,6,0.2
299,41,CONTAINS,9551.85,5,0.1
299,74,CONTAINS,2219.19,9,0.2
300,14,CONTAINS,8407.11,12,0.2
300,19,CONTAINS,7517.77,12,0.1
300,56,CONTAINS,256.72,7,0.05
301,9,CONTAINS,7186.65,20,0.2
301,71,CONTAINS,6568.54,10,0.05
301,91,CONTAINS,3030.2,9,0.05
302,21,CONTAINS,2430.38,4,0.2
302,66,CONTAINS,9480.63,3,0.05
302,76,CONTAINS,7574.83,6,0.2
302,78,CONTAINS,5090.46,14,0.1
302,86,CONTAINS,8632.9,6,0.1
303,68,CONTAINS,3520.56,15,0.2
304,50,CONTAINS,10318.77,2,0.1
304,51,CONTAINS,871.62,18,0.15
304,54,CONTAINS,7150.16,12,0.05
304,75,CONTAINS,8943.73,6,0.0
304,93,CONTAINS,5815.67,13,0.05
305,8,CONTAINS,8866.71,6,0.2
305,33,CONTAINS,6121.3,14,0.0
305,52,CONTAINS,5980.55,1,0.15
305,88,CONTAINS,4674.46,14,0.0
305,100,CONTAINS,8461.62,12,0.0
306,2,CONTAINS,10208.35,5,0.15
306,88,CONTAINS,4503.92,12,0.05
307,22,CONTAINS,7861.31,16,0.2
307,29,CONTAINS,6364.74,13,0.0
307,32,CONTAINS,1721.46,13,0.0
307,87,CONTAINS,3268.07,20,0.0
307,92,CONTAINS,8854.12,9,0.2
308,23,CONTAINS,8788.15,16,0.1
308,57,CONTAINS,4161.33,14,0.2
308,86,CONTAINS,8369.83,1,0.05
309,18,CONTAINS,5449.54,1,0.05
309,48,CONTAINS,806.16,9,0.15
310,9,CONTAINS,6687.97,4,0.05
311,37,CONTAINS,10191.45,15,0.05
312,40,CONTAINS,6195.12,5,0.0
312,52,CONTAINS,5590.81,15,0.1
312,67,CONTAINS,1511.22,13,0.2
312,85,CONTAINS,1551.75,5,0.0
313,3,CONTAINS,8818.15,3,0.1
313,8,CONTAINS,9349.82,10,0.05
313,13,CONTAINS,3562.76,12,0.0
313,23,CONTAINS,8343.48,8,0.2
313,28,CONTAINS,237.09,3,0.1
314,25,CONTAINS,9528.43,16,0.15
314,34,CONTAINS,7468.51,16,0.15
314,99,CONTAINS,1695.26,14,0.0
315,53,CONTAINS,2922.97,14,0.1
315,71,CONTAINS,6446.46,4,0.1
315,94,CONTAINS,8981.04,11,0.2
316,34,CONTAINS,7513.84,4,0.15
316,70,CONTAINS,7868.09,17,0.1
316,71,CONTAINS,6267.52,15,0.1
316,98,CONTAINS,2694.27,4,0.1
317,4,CONTAINS,10365.53,12,0.2
317,9,CONTAINS,6941.94,4,0.1
317,22,CONTAINS,7695.34,20,0.2
318,97,CONTAINS,9070.98,19,0.15
319,10,CONTAINS,1889.35,9,0.05
319,52,CONTAINS,6039.43,10,0.2
319,55,CONTAINS,6734.5,3,0.05
319,64,CONTAINS,5816.61,14,0.15
319,90,CONTAINS,2443.87,11,0.0
320,14,CONTAINS,8602.32,16,0.1
320,27,CONTAINS,8201.2,20,0.0
320,44,CONTAINS,8001.66,4,0.0
320,84,CONTAINS,4054.76,5,0.1
321,67,CONTAINS,1474.41,3,0.1
321,76,CONTAINS,7405.77,8,0.0
321,101,CONTAINS,1699.31,20,0.0
322,9,CONTAINS,6637.66,7,0.2
322,81,CONTAINS,1369.45,1,0.05
323,28,CONTAINS,230.81,20,0.2
324,23,CONTAINS,8357.36,4,0.15
325,40,CONTAINS,6153.8,19,0.1
326,91,CONTAINS,3031.8,7,0.0
327,22,CONTAINS,7806.47,16,0.1
328,16,CONTAINS,8842.1,2,0.2
329,37,CONTAINS,10020.2,19,0.05
329,55,CONTAINS,6673.94,20,0.2
330,54,CONTAINS,7060.04,17,0.05
330,62,CONTAINS,8151.81,18,0.2
330,71,CONTAINS,6173.04,15,0.05
331,47,CONTAINS,2386.84,18,0.1
332,26,CONTAINS,7702.28,18,0.1
332,29,CONTAINS,6157.26,3,0.1
333,94,CONTAINS,8912.41,15,0.2
334,1,CONTAINS,7285.77,19,0.15
335,5,CONTAINS,4947.74,14,0.1
335,7,CONTAINS,1084.8,7,0.2
335,25,CONTAINS,9358.28,18,0.15
335,71,CONTAINS,6540.78,8,0.0
335,97,CONTAINS,8757.11,3,0.2
336,29,CONTAINS,5850.13,17,0.2
336,31,CONTAINS,1361.83,8,0.15
336,46,CONTAINS,2113.72,5,0.0
336,84,CONTAINS,3868.81,4,0.2
336,89,CONTAINS,8819.68,3,0.1
337,23,CONTAINS,8486.06,1,0.15
338,6,CONTAINS,5611.18,2,0.15
338,53,CONTAINS,2961.45,20,0.1
338,56,CONTAINS,260.8,1,0.0
338,90,CONTAINS,2486.11,9,0.15
338,92,CONTAINS,9035.14,4,0.2
339,12,CONTAINS,9358.96,1,0.1
339,54,CONTAINS,7324.78,1,0.05
339,55,CONTAINS,6925.21,12,0.05
339,78,CONTAINS,5165.75,15,0.1
340,2,CONTAINS,9987.99,19,0.1
340,62,CONTAINS,8133.4,10,0.1
340,79,CONTAINS,9612.1,9,0.15
340,95,CONTAINS,8719.74,14,0.2
341,1,CONTAINS,7953.43,19,0.05
341,2,CONTAINS,10186.71,19,0.15
341,37,CONTAINS,9502.86,20,0.2
342,59,CONTAINS,5372.47,14,0.15
342,78,CONTAINS,4856.03,12,0.0
343,24,CONTAINS,6782.96,3,0.15
343,28,CONTAINS,229.96,1,0.0
343,94,CONTAINS,9095.7,4,0.2
344,59,CONTAINS,5319.92,12,0.05
345,18,CONTAINS,5286.11,8,0.1
345,84,CONTAINS,4165.11,16,0.05
345,90,CONTAINS,2478.94,18,0.0
346,26,CONTAINS,7916.76,9,0.2
346,101,CONTAINS,1721.0,19,0.15
347,7,CONTAINS,1093.72,19,0.2
347,17,CONTAINS,8115.47,12,0.05
347,29,CONTAINS,6217.76,11,0.2
347,35,CONTAINS,3136.62,2,0.05
347,46,CONTAINS,2135.84,1,0.15
348,25,CONTAINS,10079.02,6,0.0
348,39,CONTAINS,1631.99,4,0.05
348,44,CONTAINS,7926.96,14,0.15
348,68,CONTAINS,3687.3,9,0.1
348,91,CONTAINS,3044.35,20,0.2
349,1,CONTAINS,7488.38,16,0.05
349,28,CONTAINS,241.71,17,0.05
349,54,CONTAINS,7761.33,18,0.2
349,55,CONTAINS,6783.77,19,0.2
349,70,CONTAINS,7747.72,11,0.05
350,52,CONTAINS,5876.52,8,0.15
350,85,CONTAINS,1494.84,11,0.1
350,87,CONTAINS,3505.92,9,0.1
351,12,CONTAINS,8795.98,5,0.05
351,50,CONTAINS,10196.75,2,0.2
351,57,CONTAINS,3999.19,3,0.1
351,76,CONTAINS,7488.46,4,0.2
351,92,CONTAINS,8947.36,14,0.15
352,17,CONTAINS,8091.92,3,0.0
352,53,CONTAINS,2990.29,16,0.05
352,78,CONTAINS,5105.05,7,0.05
352,86,CONTAINS,8365.1,13,0.0
353,14,CONTAINS,8612.11,6,0.2
353,25,CONTAINS,9710.96,10,0.2
353,26,CONTAINS,8192.48,15,0.15
353,66,CONTAINS,9555.75,10,0.15
354,11,CONTAINS,4723.42,14,0.05
354,88,CONTAINS,4588.04,19,0.1
355,19,CONTAINS,7713.89,14,0.2
356,79,CONTAINS,9436.91,10,0.05
357,21,CONTAINS,2481.58,8,0.0
357,40,CONTAINS,6484.08,3,0.05
357,46,CONTAINS,1996.26,5,0.15
357,61,CONTAINS,791.75,3,0.2
358,84,CONTAINS,4190.66,7,0.1
359,73,CONTAINS,261.7,5,0.15
359,91,CONTAINS,3187.39,12,0.05
360,19,CONTAINS,7316.72,2,0.0
360,41,CONTAINS,9420.17,13,0.2
361,22,CONTAINS,7450.72,10,0.0
361,48,CONTAINS,842.89,1,0.2
361,55,CONTAINS,6884.98,19,0.1
362,60,CONTAINS,2156.23,19,0.2
362,68,CONTAINS,3497.1,16,0.1
362,87,CONTAINS,3228.99,4,0.15
362,92,CONTAINS,8889.17,18,0.1
362,95,CONTAINS,8125.42,2,0.2
363,73,CONTAINS,258.83,7,0.15
364,52,CONTAINS,5549.15,1,0.15
364,62,CONTAINS,8443.08,9,0.15
364,77,CONTAINS,7213.58,10,0.0
365,16,CONTAINS,8818.28,18,0.15
365,27,CONTAINS,8353.03,4,0.15
365,40,CONTAINS,5964.47,6,0.0
365,91,CONTAINS,3191.67,20,0.2
366,32,CONTAINS,1788.82,2,0.1
366,45,CONTAINS,7577.22,18,0.2
366,85,CONTAINS,1572.3,16,0.15
367,16,CONTAINS,8520.61,5,0.0
367,79,CONTAINS,9418.57,20,0.0
367,81,CONTAINS,1396.34,10,0.05
367,89,CONTAINS,9275.14,8,0.05
367,100,CONTAINS,8144.51,8,0.15
368,3,CONTAINS,8475.11,15,0.1
368,5,CONTAINS,4987.85,2,0.15
368,47,CONTAINS,2400.32,10,0.2
368,64,CONTAINS,6171.8,20,0.15
368,99,CONTAINS,1704.08,16,0.2
369,22,CONTAINS,7255.88,8,0.05
370,22,CONTAINS,7784.12,16,0.15
370,27,CONTAINS,8251.74,1,0.0
370,37,CONTAINS,10006.65,4,0.05
370,56,CONTAINS,252.78,8,0.0
371,7,CONTAINS,1124.93,9,0.05
371,13,CONTAINS,3659.34,13,0.2
371,23,CONTAINS,8803.47,13,0.15
371,72,CONTAINS,6052.25,1,0.05
371,94,CONTAINS,9199.92,6,0.2
372,10,CONTAINS,1835.98,7,0.1
372,40,CONTAINS,6021.45,18,0.15
372,95,CONTAINS,8274.05,10,0.2
373,19,CONTAINS,7280.05,20,0.15
373,88,CONTAINS,4546.96,16,0.0
373,92,CONTAINS,8705.8,13,0.15
374,3,CONTAINS,8271.98,12,0.0
374,14,CONTAINS,8584.57,8,0.1
374,19,CONTAINS,7218.53,16,0.1
374,33,CONTAINS,6444.57,11,0.1
374,51,CONTAINS,838.28,7,0.15
375,10,CONTAINS,1807.86,9,0.15
376,41,CONTAINS,9351.25,16,0.1
377,17,CONTAINS,8577.68,17,0.1
377,22,CONTAINS,7940.4,13,0.1
377,29,CONTAINS,6234.05,18,0.1
377,74,CONTAINS,2366.08,10,0.15
378,4,CONTAINS,9514.09,8,0.2
378,28,CONTAINS,221.52,5,0.2
378,31,CONTAINS,1318.56,8,0.0
378,48,CONTAINS,781.05,10,0.15
378,71,CONTAINS,6604.03,3,0.0
379,10,CONTAINS,1814.62,17,0.1
379,78,CONTAINS,5006.69,11,0.05
379,84,CONTAINS,4063.42,10,0.15
379,92,CONTAINS,8611.59,4,0.15
380,8,CONTAINS,8697.58,5,0.05
380,9,CONTAINS,7138.88,1,0.1
380,10,CONTAINS,1778.38,13,0.15
380,65,CONTAINS,6580.14,2,0.2
380,72,CONTAINS,6028.99,8,0.2
381,6,CONTAINS,5734.31,5,0.2
381,24,CONTAINS,6411.37,17,0.05
381,57,CONTAINS,4309.92,13,0.05
381,84,CONTAINS,3918.39,4,0.2
382,12,CONTAINS,9275.51,11,0.0
382,94,CONTAINS,9139.0,13,0.0
383,13,CONTAINS,3551.77,11,0.05
383,34,CONTAINS,7057.08,17,0.05
383,52,CONTAINS,5808.17,20,0.15
383,86,CONTAINS,8150.77,11,0.2
384,65,CONTAINS,6274.6,6,0.0
385,3,CONTAINS,8835.21,5,0.1
386,75,CONTAINS,8964.46,15,0.15
386,78,CONTAINS,5237.06,13,0.0
387,1,CONTAINS,7567.97,15,0.1
387,32,CONTAINS,1880.43,13,0.15
387,44,CONTAINS,7444.61,15,0.1
388,1,CONTAINS,7568.28,20,0.1
388,56,CONTAINS,261.12,16,0.15
389,35,CONTAINS,3189.03,20,0.0
389,40,CONTAINS,6146.03,4,0.0
390,2,CONTAINS,10386.8,6,0.0
390,26,CONTAINS,7779.32,6,0.0
390,62,CONTAINS,8745.8,6,0.1
390,68,CONTAINS,3613.52,2,0.1
391,2,CONTAINS,10288.5,18,0.1
391,16,CONTAINS,8486.05,13,0.0
391,70,CONTAINS,8074.08,6,0.0
392,93,CONTAINS,5474.21,7,0.05
393,2,CONTAINS,9736.72,6,0.2
393,17,CONTAINS,8566.41,3,0.0
393,45,CONTAINS,7559.32,3,0.05
393,76,CONTAINS,7446.55,8,0.15
394,50,CONTAINS,9923.77,20,0.1
394,52,CONTAINS,5849.3,7,0.1
394,57,CONTAINS,4082.41,1,0.1
394,71,CONTAINS,6701.3,6,0.0
394,72,CONTAINS,6091.38,7,0.0
395,54,CONTAINS,7479.94,9,0.1
395,66,CONTAINS,9516.62,7,0.1
396,1,CONTAINS,7646.76,8,0.2
396,36,CONTAINS,9194.49,15,0.1
396,40,CONTAINS,6079.88,3,0.15
396,87,CONTAINS,3341.96,12,0.1
397,61,CONTAINS,762.44,3,0.0
397,67,CONTAINS,1492.13,17,0.15
398,29,CONTAINS,5765.56,18,0.1
398,54,CONTAINS,7275.14,18,0.2
398,56,CONTAINS,264.06,6,0.2
398,65,CONTAINS,6195.52,2,0.1
399,6,CONTAINS,5515.85,13,0.05
399,9,CONTAINS,6898.7,1,0.2
399,61,CONTAINS,733.62,5,0.05
400,14,CONTAINS,8326.79,15,0.2
400,48,CONTAINS,816.5,4,0.05
401,40,CONTAINS,6191.46,7,0.15
401,101,CONTAINS,1582.27,9,0.0
402,31,CONTAINS,1326.76,17,0.15
402,50,CONTAINS,9419.54,20,0.05
402,52,CONTAINS,6056.68,13,0.1
402,77,CONTAINS,7292.88,20,0.15
402,100,CONTAINS,8238.33,17,0.05
403,11,CONTAINS,4580.88,9,0.05
403,16,CONTAINS,8461.69,2,0.15
403,34,CONTAINS,7282.3,16,0.1
403,67,CONTAINS,1471.51,9,0.2
403,90,CONTAINS,2510.13,12,0.2
404,15,CONTAINS,6526.23,11,0.15
404,41,CONTAINS,9090.99,16,0.05
404,44,CONTAINS,7710.52,3,0.15
404,50,CONTAINS,10215.24,16,0.0
405,9,CONTAINS,7151.86,2,0.2
405,61,CONTAINS,786.81,15,0.1
405,84,CONTAINS,4105.92,6,0.2
406,71,CONTAINS,6068.38,7,0.1
406,75,CONTAINS,9206.19,6,0.05
407,84,CONTAINS,3932.31,15,0.05
407,98,CONTAINS,2780.49,7,0.15
408,13,CONTAINS,3740.06,5,0.2
408,50,CONTAINS,9955.06,5,0.2
408,66,CONTAINS,9523.89,11,0.1
408,69,CONTAINS,4268.62,11,0.05
408,89,CONTAINS,8775.7,8,0.1
409,13,CONTAINS,3818.17,12,0.2
409,27,CONTAINS,8505.8,11,0.15
409,53,CONTAINS,3057.04,10,0.1
409,64,CONTAINS,5955.93,16,0.1
409,86,CONTAINS,8036.14,16,0.05
410,9,CONTAINS,6809.78,16,0.1
410,26,CONTAINS,7961.15,4,0.1
410,47,CONTAINS,2505.98,8,0.2
410,95,CONTAINS,8505.66,17,0.2
411,39,CONTAINS,1669.29,12,0.05
411,47,CONTAINS,2374.6,1,0.05
411,66,CONTAINS,9554.82,7,0.05
411,74,CONTAINS,2341.47,11,0.15
411,78,CONTAINS,5235.78,4,0.15
412,1,CONTAINS,7619.36,11,0.0
412,6,CONTAINS,5697.9,11,0.05
412,25,CONTAINS,9627.5,17,0.2
412,93,CONTAINS,5794.21,11,0.1
413,10,CONTAINS,1921.83,10,0.15
413,26,CONTAINS,7539.41,12,0.15
414,22,CONTAINS,7415.45,16,0.1
414,27,CONTAINS,8394.51,14,0.0
414,34,CONTAINS,7457.84,8,0.1
414,56,CONTAINS,258.09,10,0.0
414,70,CONTAINS,7913.8,1,0.2
415,34,CONTAINS,7444.0,16,0.2
415,48,CONTAINS,775.3,20,0.0
415,79,CONTAINS,9570.49,9,0.1
415,86,CONTAINS,8299.15,3,0.15
416,55,CONTAINS,6509.48,14,0.15
417,3,CONTAINS,8441.68,2,0.0
417,11,CONTAINS,4826.25,15,0.05
417,16,CONTAINS,8726.16,17,0.2
417,54,CONTAINS,7637.46,10,0.2
417,100,CONTAINS,8896.27,11,0.15
418,25,CONTAINS,9300.1,5,0.05
418,62,CONTAINS,8424.82,1,0.05
418,66,CONTAINS,9125.96,19,0.0
419,48,CONTAINS,786.22,13,0.05
419,77,CONTAINS,6906.2,7,0.0
420,8,CONTAINS,8941.8,6,0.1
420,44,CONTAINS,7364.04,3,0.2
421,8,CONTAINS,9326.88,1,0.15
421,11,CONTAINS,4733.97,7,0.1
421,17,CONTAINS,7812.72,11,0.2
421,69,CONTAINS,4217.3,5,0.15
422,37,CONTAINS,9811.13,5,0.0
422,54,CONTAINS,7400.32,15,0.1
423,1,CONTAINS,7785.35,8,0.0
423,4,CONTAINS,9975.88,10,0.05
