:START_ID(Order),:END_ID(Shipper),:TYPE
930,7,SHIPPED_VIA
931,1,SHIPPED_VIA
932,10,SHIPPED_VIA
933,5,SHIPPED_VIA
934,10,SHIPPED_VIA
935,9,SHIPPED_VIA
936,7,SHIPPED_VIA
937,8,SHIPPED_VIA
938,3,SHIPPED_VIA
939,2,SHIPPED_VIA
940,9,SHIPPED_VIA
941,3,SHIPPED_VIA
942,2,SHIPPED_VIA
943,4,SHIPPED_VIA
944,9,SHIPPED_VIA
945,3,SHIPPED_VIA
946,5,SHIPPED_VIA
947,5,SHIPPED_VIA
948,8,SHIPPED_VIA
949,9,SHIPPED_VIA
950,6,SHIPPED_VIA
951,9,SHIPPED_VIA
952,5,SHIPPED_VIA
953,2,SHIPPED_VIA
954,6,SHIPPED_VIA
955,9,SHIPPED_VIA
956,9,SHIPPED_VIA
957,9,SHIPPED_VIA
958,7,SHIPPED_VIA
959,6,SHIPPED_VIA
960,1,SHIPPED_VIA
961,1,SHIPPED_VIA
962,2,SHIPPED_VIA
963,10,SHIPPED_VIA
964,6,SHIPPED_VIA
965,10,SHIPPED_VIA
966,10,SHIPPED_VIA
967,3,SHIPPED_VIA
968,7,SHIPPED_VIA
969,5,SHIPPED_VIA
970,5,SHIPPED_VIA
971,1,SHIPPED_VIA
972,10,SHIPPED_VIA
973,1,SHIPPED_VIA
974,4,SHIPPED_VIA
975,5,SHIPPED_VIA
976,3,SHIPPED_VIA
977,6,SHIPPED_VIA
978,3,SHIPPED_VIA
979,2,SHIPPED_VIA
980,9,SHIPPED_VIA
981,5,SHIPPED_VIA
982,10,SHIPPED_VIA
983,7,SHIPPED_VIA
984,6,SHIPPED_VIA
985,8,SHIPPED_VIA
986,8,SHIPPED_VIA
987,7,SHIPPED_VIA
988,6,SHIPPED_VIA
989,4,SHIPPED_VIA
990,1,SHIPPED_VIA
991,7,SHIPPED_VIA
992,4,SHIPPED_VIA
993,3,SHIPPED_VIA
994,3,SHIPPED_VIA
995,6,SHIPPED_VIA
996,4,SHIPPED_VIA
997,9,SHIPPED_VIA
998,3,SHIPPED_VIA
